product_id,product_name,vendor,first_date,last_date,first_price,last_price,price_change
2518,Gold Egg Omega 3 Choice White Eggs Large 12 Count,Voila,2024-04-26,2024-07-30,5.69,5.69,0.0
54472,"Medium Eggs, Naturegg",Metro,2024-06-09,2024-07-31,8.49,8.49,0.0
54534,"Extra Large Brown Eggs, Super Bon-EE",Metro,2024-06-09,2024-07-31,6.49,6.49,0.0
57766,Omega Choice™ Large White Eggs,Metro,2024-09-05,2024-09-14,7.29,7.29,0.0
57788,Organic Extra Large Brown Eggs,Metro,2024-09-05,2024-09-14,8.79,8.79,0.0
57789,Enriched Coop Large White Eggs,Metro,2024-09-05,2024-09-14,5.69,5.69,0.0
57810,Large Omega-3 White Eggs,Metro,2024-09-05,2024-09-19,6.19,6.19,0.0
61961,Grade A Large Brown Eggs,NoFrills,2024-02-28,2024-09-22,6.08,6.13,0.0499999999999998
65474,Naturegg Free Run Omega 3 Eggs,NoFrills,2024-02-28,2024-09-22,7.78,7.83,0.0499999999999998
65477,"Naturegg Omega 3 Brown Eggs, Large",NoFrills,2024-02-28,2024-09-22,6.88,7.23,0.350000000000001
65479,"Naturegg Omega 3 White Eggs, Large",NoFrills,2024-02-28,2024-09-22,6.08,6.13,0.0499999999999998
65481,"Naturegg Omega Plus White Eggs, Large",NoFrills,2024-02-28,2024-09-22,7.08,7.13,0.0499999999999998
71529,Omega 3 Brown Eggs,NoFrills,2024-08-01,2024-08-02,8.4,8.4,0.0
110586,"Gray Ridge Super 747 Jumbo Eggs, 12 Count",Walmart,2024-06-09,2024-07-31,5.27,5.27,0.0
110589,"GoldEgg Omega-3 Large Brown Eggs, 12 Count",Walmart,2024-06-09,2024-07-31,7.54,7.54,0.0
112531,"Newfoundland Eggs Large Brown Eggs, 12 Large Eggs",Walmart,2024-08-13,2024-09-22,5.68,5.68,0.0
112538,"Newfoundland Eggs Extra Large Brown Eggs, 12 Extra Large Eggs",Walmart,2024-08-13,2024-09-16,5.97,5.97,0.0
112539,"NL MED WHT 12, 12 Medium Eggs",Walmart,2024-08-13,2024-09-04,5.07,5.07,0.0
112941,"GoldEgg Omega-3 Large White Eggs, 12 Count",Walmart,2024-03-26,2024-09-05,6.17,6.04,-0.13
113095,"Nutri Large Brown Eggs, 12 count",Walmart,2024-08-16,2024-08-19,5.58,5.58,0.0
116635,Compliments White Eggs Large 12 Count,Voila,2024-02-28,2024-04-25,3.89,3.89,0.0
116639,Gold Egg Organic Brown Eggs Large 12 Count,Voila,2024-02-28,2024-04-25,8.29,8.29,0.0
116640,Conestoga Farms Omega 3 Brown Eggs Free Run Large 12 Count,Voila,2024-02-28,2024-04-25,7.29,7.29,0.0
116642,Conestoga Farms Omega 3 White Eggs Free Run Large 12 Count,Voila,2024-02-28,2024-04-25,6.99,6.99,0.0
116645,Gray Ridge Premium White Eggs Grade A Large 12 Count,Voila,2024-02-28,2024-04-25,4.89,4.89,0.0
116646,Longo's Brown Eggs Free Run Large 12 Count,Voila,2024-02-28,2024-04-25,6.79,6.79,0.0
116648,Gold Egg Organic Brown Eggs Extra Large 12 Count,Voila,2024-02-28,2024-04-25,8.49,8.49,0.0
116650,Conestoga Farms Brown Eggs Free Range Medium 12 Count,Voila,2024-02-28,2024-04-25,7.29,7.29,0.0
116651,Gold Egg Omega 3 White Eggs Large 12 Count,Voila,2024-02-28,2024-04-25,6.09,5.49,-0.6
116652,Gray Ridge White Eggs Grade A Extra Large 12 Count,Voila,2024-02-28,2024-04-25,4.59,4.59,0.0
116654,Gold Egg Brown Eggs Free Run Large 12 Count,Voila,2024-02-28,2024-04-25,7.19,7.19,0.0
116655,Gray Ridge White Eggs Grade A Large 12 Count,Voila,2024-02-28,2024-04-25,4.19,4.19,0.0
116656,Longo's White Eggs Enriched Coop Large 12 Count,Voila,2024-02-28,2024-04-25,4.99,4.99,0.0
116658,Gray Ridge Egg Farms Brown Eggs Grade A Extra Large 12 Count,Voila,2024-02-28,2024-04-25,5.49,5.49,0.0
116660,Gray Ridge Brown Eggs Grade A Large 12 Count,Voila,2024-02-28,2024-04-25,5.19,5.19,0.0
116661,Gold Egg Omega 3 Brown Eggs Large 12 Count,Voila,2024-02-28,2024-04-25,6.59,5.99,-0.6
116665,Gray Ridge Egg Farms 747 Brand Eggs Grade A Jumbo 12 Count,Voila,2024-02-28,2024-04-25,5.29,5.29,0.0
116666,Conestoga Brand Eggs Free Range Large 12 Count,Voila,2024-02-28,2024-04-25,7.69,7.69,0.0
116668,Longo's Brown Eggs Enriched Coop Large 12 Count,Voila,2024-02-28,2024-04-25,5.49,5.49,0.0
116677,Gold Egg Omega 3 Choice White Eggs Large 12 Count,Voila,2024-02-28,2024-04-25,5.69,5.69,0.0
116751,Gold Egg Omega 3 White Eggs Grade A Extra Large 12 Count,Voila,2024-02-29,2024-04-25,6.69,6.69,0.0
117209,"Super Bon-Ee Grade A White Eggs, Super Extra Large",Loblaws,2024-02-28,2024-05-07,5.58,5.58,0.0
117347,"Super Bon-Ee Grade A White Eggs, Super Extra Large",NoFrills,2024-02-28,2024-06-10,5.38,5.38,0.0
752213,Burnbrae Farms Eggs Hard Boiled 12 Count,Voila,2024-04-26,2024-11-17,7.99,7.99,0.0
752218,Conestoga Brand Eggs Free Range Large 12 Count,Voila,2024-04-26,2024-11-17,7.69,7.79,0.0999999999999996
752220,Conestoga Farms Brown Eggs Free Range Medium 12 Count,Voila,2024-04-26,2024-11-17,7.29,7.39,0.0999999999999996
752221,Conestoga Farms Free Range Omega 3 Brown Eggs 12 Count,Voila,2024-04-26,2024-11-17,8.39,8.49,0.0999999999999996
752224,Conestoga Farms Omega 3 White Eggs Free Run Large 12 Count,Voila,2024-04-26,2024-11-17,6.99,6.99,0.0
752233,Gold Egg Brown Eggs Free Run Large 12 Count,Voila,2024-04-26,2024-11-17,7.19,7.19,0.0
752237,Gold Egg Omega 3 Brown Eggs Large 12 Count,Voila,2024-04-26,2024-11-17,5.99,6.69,0.7
752238,Gold Egg Omega 3 White Eggs Grade A Extra Large 12 Count,Voila,2024-04-26,2024-11-17,6.69,6.69,0.0
752240,Gold Egg Omega 3 White Eggs Large 12 Count,Voila,2024-04-26,2024-11-17,5.49,6.19,0.7
752242,Gold Egg Organic Brown Eggs Extra Large 12 Count,Voila,2024-04-26,2024-11-17,8.49,8.49,0.0
752244,Gold Egg White Eggs Enriched Coop Large 12 Count,Voila,2024-04-26,2024-11-17,5.59,5.59,0.0
752245,GoldEgg White Eggs Omega 3 Choice Large 12 Count,Voila,2024-07-31,2024-11-17,5.69,5.69,0.0
752246,Gray Ridge Brown Eggs Grade A Large 12 Count,Voila,2024-04-26,2024-11-17,5.19,5.29,0.0999999999999996
752248,Gray Ridge Egg Farms 747 Brand Eggs Grade A Jumbo 12 Count,Voila,2024-04-26,2024-11-17,5.29,5.39,0.0999999999999996
752249,Gray Ridge Egg Farms Brown Eggs Grade A Extra Large 12 Count,Voila,2024-04-26,2024-11-17,5.49,5.49,0.0
752253,Gray Ridge Premium White Eggs Grade A Large 12 Count,Voila,2024-04-26,2024-11-17,4.89,4.99,0.100000000000001
752255,Gray Ridge White Eggs Grade A Extra Large 12 Count,Voila,2024-04-26,2024-11-17,4.59,4.65,0.0600000000000005
752256,Gray Ridge White Eggs Grade A Large 12 Count,Voila,2024-04-26,2024-11-17,4.19,4.29,0.0999999999999996
752259,Longo's Brown Eggs Enriched Coop Large 12 Count,Voila,2024-04-26,2024-11-17,5.49,5.49,0.0
752260,Longo's Brown Eggs Free Run Large 12 Count,Voila,2024-04-26,2024-11-17,6.79,6.79,0.0
752261,Longo's Omega-3 White Eggs Large 12 Count,Voila,2024-04-26,2024-11-17,5.99,5.99,0.0
752263,Longo's White Eggs Enriched Coop Large 12 Count,Voila,2024-04-26,2024-11-17,4.99,4.99,0.0
753482,Compliments White Eggs Large 12 Count,Voila,2024-04-26,2024-11-17,3.89,3.93,0.04
753484,Conestoga Farms Omega 3 Brown Eggs Free Run Large 12 Count,Voila,2024-04-26,2024-11-17,7.29,7.39,0.0999999999999996
753511,Gold Egg Organic Brown Eggs Large 12 Count,Voila,2024-04-26,2024-11-17,8.29,8.39,0.100000000000001
1711241,Blue Menu Free Run Large Brown Eggs 12 Pack,Loblaws,2024-02-28,2024-11-12,7.88,7.93,0.0499999999999998
1714890,Extra Large Free Run Brown Eggs,Loblaws,2024-02-28,2024-11-12,7.48,7.55,0.0699999999999994
1714894,Extra Large Size Free-Range Brown Eggs,Loblaws,2024-02-28,2024-11-12,7.98,8.13,0.15
1715365,Free Range Large Brown Eggs,Loblaws,2024-02-28,2024-11-12,7.78,7.83,0.0499999999999998
1715366,Free Run Brown Eggs Large,Loblaws,2024-02-28,2024-11-12,7.08,6.49,-0.59
1716206,Grade A Extra Large Eggs,Loblaws,2024-02-28,2024-11-12,4.58,4.63,0.0499999999999998
1716210,Grade A Large Brown Eggs,Loblaws,2024-02-28,2024-11-12,6.18,6.23,0.0500000000000007
1716453,Green Valley Eggs Size Large Free Run Brown,Loblaws,2024-02-28,2024-11-12,7.18,7.23,0.0500000000000007
1719823,"Nature's Best White Eggs, Large",Loblaws,2024-02-28,2024-11-12,5.68,5.73,0.0500000000000007
1719831,Naturegg Free Run Omega 3 Eggs,Loblaws,2024-02-28,2024-11-12,7.78,7.85,0.0699999999999994
1719832,"Naturegg Nest Laid White Eggs, Large",Loblaws,2024-02-28,2024-11-12,6.08,5.49,-0.59
1719834,"Naturegg Omega 3 Brown Eggs, Large",Loblaws,2024-02-28,2024-11-12,7.18,7.25,0.0700000000000003
1719836,"Naturegg Omega 3 White Eggs, Large",Loblaws,2024-02-28,2024-11-12,6.18,6.25,0.0700000000000003
1719838,"Naturegg Omega Plus White Eggs, Large",Loblaws,2024-02-28,2024-11-12,7.08,7.15,0.0700000000000003
1725204,Super Bon-Ee Grade A Double Yolk White Eggs,Loblaws,2024-02-28,2024-11-12,5.58,5.63,0.0499999999999998
1798550,Blue Menu Free Run Large Brown Eggs 12 Pack,Loblaws,2024-11-13,2024-11-17,7.93,7.93,0.0
1798551,Blue Menu Free Run Large White Eggs 12 Pack,Loblaws,2024-02-28,2024-11-17,5.99,7.43,1.44
1802225,Extra Large Free Run Brown Eggs,Loblaws,2024-11-13,2024-11-17,7.55,7.55,0.0
1802229,Extra Large Size Free-Range Brown Eggs,Loblaws,2024-11-13,2024-11-17,8.13,8.13,0.0
1802699,Free Range Large Brown Eggs,Loblaws,2024-11-13,2024-11-17,7.83,7.83,0.0
1802700,Free Run Brown Eggs Large,Loblaws,2024-11-13,2024-11-17,6.49,6.49,0.0
1803542,Grade A Extra Large Eggs,Loblaws,2024-11-13,2024-11-17,4.63,4.63,0.0
1803551,Grade A Large Brown Eggs,Loblaws,2024-11-13,2024-11-17,6.23,6.23,0.0
1803791,Green Valley Eggs Size Large Free Run Brown,Loblaws,2024-11-13,2024-11-17,7.23,7.23,0.0
1803792,"Green Valley Omega 3 Eggs, Large",Loblaws,2024-02-28,2024-11-17,6.28,6.33,0.0499999999999998
1805319,Large Grade A Eggs,Loblaws,2024-02-28,2024-11-17,3.88,3.93,0.0500000000000003
1807158,"Nature's Best White Eggs, Large",Loblaws,2024-11-13,2024-11-17,5.73,5.73,0.0
1807166,Naturegg Free Run Omega 3 Eggs,Loblaws,2024-11-13,2024-11-17,7.85,7.85,0.0
1807167,"Naturegg Nest Laid White Eggs, Large",Loblaws,2024-11-13,2024-11-17,5.49,6.15,0.66
1807168,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Loblaws,2024-02-28,2024-11-17,6.58,6.65,0.0700000000000003
1807169,"Naturegg Omega 3 Brown Eggs, Large",Loblaws,2024-11-13,2024-11-17,7.25,7.25,0.0
1807171,"Naturegg Omega 3 White Eggs, Large",Loblaws,2024-11-13,2024-11-17,6.25,6.25,0.0
1807172,"Naturegg Omega Plus Solar Free Range Eggs, Large",Loblaws,2024-02-28,2024-11-17,8.08,8.15,0.0700000000000003
1807173,"Naturegg Omega Plus White Eggs, Large",Loblaws,2024-11-13,2024-11-17,7.15,7.15,0.0
1807175,"Naturegg Solar Free Range Eggs, Large",Loblaws,2024-02-28,2024-11-17,8.08,8.15,0.0700000000000003
1812549,Super Bon-Ee Grade A Double Yolk White Eggs,Loblaws,2024-11-13,2024-11-17,5.63,5.63,0.0
2087851,Large Eggs,Metro,2024-02-28,2024-10-19,3.89,3.93,0.04
2088787,Organic Large Eggs,Metro,2024-02-28,2024-10-19,7.89,7.99,0.100000000000001
2098003,Large White Free Run Omega-3 Eggs,Metro,2024-02-29,2024-10-20,6.49,6.99,0.5
2098030,Large Brown Eggs From The Nests Of Free Run Hens,Metro,2024-02-29,2024-10-20,7.29,7.29,0.0
2114189,Large Brown Eggs,Metro,2024-02-29,2024-10-21,5.59,6.09,0.5
2114540,Premium Brand Large White Eggs,Metro,2024-02-29,2024-10-21,4.89,5.59,0.7
2115570,"Organic Medium Brown Eggs From Free Run Hens, Organic",Metro,2024-03-29,2024-10-21,7.59,7.69,0.100000000000001
2130540,Medium Eggs,Metro,2024-02-28,2024-10-22,3.89,3.79,-0.1
2130545,Extra Large Brown Eggs,Metro,2024-02-29,2024-10-22,5.69,6.09,0.399999999999999
2130551,Large Organic Eggs,Metro,2024-02-29,2024-10-22,8.29,8.49,0.200000000000001
2130641,Large White Eggs,Metro,2024-09-05,2024-10-22,3.88,3.93,0.0500000000000003
2130660,Medium Brown Free Run Eggs,Metro,2024-02-29,2024-10-22,6.79,6.99,0.2
2130663,Jumbo White Eggs,Metro,2024-02-29,2024-10-22,5.59,5.59,0.0
2130672,Large Brown Free Run Omega-3 Eggs,Metro,2024-02-29,2024-10-22,7.99,7.29,-0.7
2130730,Organic Free Run Hence Extra Large Brown Eggs,Metro,2024-02-28,2024-10-22,7.79,8.19,0.399999999999999
2130881,"Extra Large White Eggs, Omega-3",Metro,2024-02-29,2024-10-22,7.29,7.09,-0.2
2131528,"Large Brown Eggs, Omega-3",Metro,2024-02-29,2024-10-22,7.19,7.09,-0.100000000000001
2406667,"Large Eggs Form Free Run Hens, Naturalia",Metro,2024-02-29,2024-11-12,6.59,7.09,0.5
2446694,"Organic Large Brown Eggs, Free Range",Metro,2024-02-28,2024-11-15,7.35,7.89,0.54
2447022,"Free Run Hence Large Eggs, Naturalia",Metro,2024-02-28,2024-11-15,8.09,7.49,-0.6
2459235,"Omega Plus™ Large Eggs, Naturegg",Metro,2024-02-28,2024-11-16,7.09,7.09,0.0
2460192,Extra Large White Eggs,Metro,2024-02-28,2024-11-16,4.69,4.63,-0.0600000000000005
2470423,Large White Eggs,Metro,2024-02-28,2024-11-17,3.79,3.93,0.14
2470600,Large Brown Eggs,Metro,2024-02-28,2024-11-17,5.69,5.89,0.199999999999999
2470601,Extra-Large White Eggs,Metro,2024-02-28,2024-11-17,4.69,4.79,0.0999999999999996
2470604,"Large Organic Eggs, Naturegg",Metro,2024-06-09,2024-11-17,8.79,9.09,0.300000000000001
2470648,Nestlaid™ Large Omega-3 Eggs,Metro,2024-06-10,2024-11-17,7.29,6.69,-0.6
2470656,"Free Run™ Large Eggs, Naturegg",Metro,2024-02-28,2024-11-17,7.19,6.49,-0.7
2470686,"Nature'S Best™ Large Eggs, Naturegg",Metro,2024-02-28,2024-11-17,5.89,5.49,-0.399999999999999
2470724,"Large Brown Omega-3 Eggs, Naturegg",Metro,2024-02-28,2024-11-17,6.99,7.09,0.0999999999999996
2470779,"Large Eggs, Nestlaid",Metro,2024-10-23,2024-11-17,6.09,6.09,0.0
2470912,Solar Free Range Large Eggs,Metro,2024-10-23,2024-11-17,8.19,7.49,-0.699999999999999
2471033,"Large Omega-3 Eggs, Naturegg",Metro,2024-06-09,2024-11-17,6.49,7.09,0.6
2471044,Medium White Eggs,Metro,2024-02-28,2024-11-17,3.89,3.79,-0.1
2471103,Large Free Run Omega 3 Eggs,Metro,2024-02-28,2024-11-17,7.59,7.49,-0.0999999999999996
2471549,"Large Brown Free Range Farm Eggs, Farms",Metro,2024-02-28,2024-11-17,7.59,8.09,0.5
2471642,"Solar Free Range Large Eggs, Omega Plus",Metro,2024-02-28,2024-11-17,6.99,7.49,0.5
3004748,Blue Menu Free Run Large Brown Eggs 12 Pack,NoFrills,2024-02-28,2024-11-12,7.88,7.93,0.0499999999999998
3007289,Extra Large Free Run Brown Eggs,NoFrills,2024-02-28,2024-11-12,7.38,7.43,0.0499999999999998
3007293,Extra Large Size Free-Range Brown Eggs,NoFrills,2024-09-23,2024-11-12,7.81,7.81,0.0
3007679,Free Range Large Brown Eggs,NoFrills,2024-02-28,2024-11-12,7.88,7.74,-0.14
3007680,Free Run Brown Eggs Large,NoFrills,2024-02-28,2024-11-12,7.08,7.13,0.0499999999999998
3008316,"Grade A Brown Eggs, Extra Large",NoFrills,2024-09-23,2024-11-12,6.13,6.13,0.0
3008317,"Grade A Brown Eggs, Large",NoFrills,2024-09-23,2024-11-12,6.13,6.13,0.0
3008319,"Grade A Eggs, Super Extra-Large",NoFrills,2024-09-23,2024-11-12,5.43,5.43,0.0
3008320,Grade A Extra Large Eggs,NoFrills,2024-02-28,2024-11-12,4.58,4.63,0.0499999999999998
3008328,"Grade A Premium White Eggs, Large",NoFrills,2024-09-23,2024-11-12,5.13,5.13,0.0
3010242,Medium Grade A White Eggs,NoFrills,2024-02-28,2024-11-12,3.68,3.73,0.0499999999999998
3010269,Medium Size Free-Range Brown Eggs ,NoFrills,2024-02-28,2024-11-12,7.68,7.64,-0.04
3010824,"Nature's Best White Eggs, Large",NoFrills,2024-02-28,2024-11-12,5.58,5.63,0.0499999999999998
3010827,"Naturegg Nest Laid White Eggs, Large",NoFrills,2024-02-28,2024-11-12,6.08,6.13,0.0499999999999998
3011096,"Omega 3 Brown Eggs, Large",NoFrills,2024-09-23,2024-11-12,7.63,7.63,0.0
3011098,Omega 3 White Eggs,NoFrills,2024-09-23,2024-11-12,6.43,6.43,0.0
3069270,Blue Menu Free Run Large Brown Eggs 12 Pack,NoFrills,2024-11-13,2024-11-17,7.93,7.93,0.0
3069271,Blue Menu Free Run Large White Eggs 12 Pack,NoFrills,2024-02-28,2024-11-17,7.38,7.43,0.0499999999999998
3071803,Extra Large Free Run Brown Eggs,NoFrills,2024-11-13,2024-11-17,7.43,7.43,0.0
3071807,Extra Large Size Free-Range Brown Eggs,NoFrills,2024-11-13,2024-11-17,7.81,7.81,0.0
3072194,Free Range Large Brown Eggs,NoFrills,2024-11-13,2024-11-17,7.74,7.74,0.0
3072195,Free Run Brown Eggs Large,NoFrills,2024-11-13,2024-11-17,7.13,5.0,-2.13
3072830,"Grade A Brown Eggs, Extra Large",NoFrills,2024-11-14,2024-11-17,6.13,6.13,0.0
3072831,"Grade A Brown Eggs, Large",NoFrills,2024-11-14,2024-11-17,6.13,6.13,0.0
3072833,"Grade A Eggs, Super Extra-Large",NoFrills,2024-11-14,2024-11-17,5.43,5.43,0.0
3072834,Grade A Extra Large Eggs,NoFrills,2024-11-13,2024-11-17,4.63,4.63,0.0
3072842,"Grade A Premium White Eggs, Large",NoFrills,2024-11-14,2024-11-17,5.13,5.13,0.0
3074042,Large Grade A Eggs,NoFrills,2024-02-28,2024-11-17,3.88,3.93,0.0500000000000003
3074751,Medium Grade A White Eggs,NoFrills,2024-11-13,2024-11-17,3.73,3.73,0.0
3074778,Medium Size Free-Range Brown Eggs ,NoFrills,2024-11-13,2024-11-17,7.64,7.64,0.0
3075331,"Nature's Best White Eggs, Large",NoFrills,2024-11-13,2024-11-17,5.63,5.63,0.0
3075334,"Naturegg Nest Laid White Eggs, Large",NoFrills,2024-11-13,2024-11-17,6.13,6.13,0.0
3075335,Naturegg NestlaidOmega 3 Large Size 12 Eggs,NoFrills,2024-02-28,2024-11-17,6.38,6.43,0.0499999999999998
3075336,"Naturegg Omega Plus Solar Free Range Eggs, Large",NoFrills,2024-02-28,2024-11-17,8.08,8.13,0.0500000000000007
3075338,"Naturegg Solar Free Range Eggs, Large",NoFrills,2024-02-28,2024-11-17,8.08,8.13,0.0500000000000007
3075600,"Omega 3 Brown Eggs, Large",NoFrills,2024-11-14,2024-11-17,7.63,7.63,0.0
3075602,Omega 3 White Eggs,NoFrills,2024-11-14,2024-11-17,6.43,6.43,0.0
3576733,"Born 3 - Omega-3 Large Eggs, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,6.89,6.89,0.0
3576737,"Canadian Harvest - Brown Eggs, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,6.39,6.39,0.0
3576741,"Gold Egg - Free Run Omega 3 Large Brown Eggs, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,7.89,8.29,0.399999999999999
3576744,"Golden Valley - Country Golden Yolks Free Range Large Brown Eggs, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,8.69,8.69,0.0
3576745,"Golden Valley - Country Golden Yolks Free Range Medium Brown Eggs, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,6.99,6.99,0.0
3576746,"Golden Valley - Jumbo Eggs White, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,6.39,6.39,0.0
3576749,"Only Goodness - Organic Eggs Free Range, Large, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,8.99,8.99,0.0
3576750,"Rabbit River Farms - Organic Large Brown Eggs, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,9.29,9.29,0.0
3576751,"Western Family - Extra Large Size White Eggs, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,4.95,4.95,0.0
3576752,"Western Family - Free Range Brown Eggs Large, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,7.79,7.79,0.0
3576753,"Western Family - Free Run Eggs Brown Large, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,7.39,7.39,0.0
3576754,"Western Family - Large Size Brown Eggs, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,5.79,5.79,0.0
3576755,"Western Family - Large Size White Eggs, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,4.35,4.35,0.0
3576759,"Western Family - Medium Eggs White, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,4.25,4.25,0.0
3576760,"Western Family - Omega 3 Large White Eggs, 12 Each",SaveOnFoods,2024-09-28,2024-11-17,6.49,6.79,0.3
3772061,Natures Farm Free Run Omega-3 Large Eggs (12s),TandT,2024-03-14,2024-10-27,8.79,8.79,0.0
3918012,Burnbrae Farms Naturegg Free Run Large Eggs (12s),TandT,2024-02-28,2024-11-17,7.44,7.66,0.22
3918013,Burnbrae Farms Large Organic Brown Eggs (12s),TandT,2024-02-28,2024-11-17,9.06,10.41,1.35
3918014,Yorkshire Organic Eggs - Medium (12s),TandT,2024-02-28,2024-11-17,9.06,9.45,0.389999999999999
3918016,Burnbrae Farms Nature's Best Vitaplus Eggs (12s),TandT,2024-02-28,2024-11-17,5.93,6.13,0.2
3918017,Naturegg Large Omega-3 Brown Eggs (12s),TandT,2024-02-28,2024-11-17,6.47,6.92,0.45
3918018,Naturegg Omega 3 Eggs - Large (12s),TandT,2024-02-28,2024-11-17,6.25,4.48,-1.77
3918021,Burnbrae Farms Large White Eggs (12s),TandT,2024-02-28,2024-11-17,5.07,5.49,0.42
3918023,Burnbrae Farms Large Brown Eggs (12s),TandT,2024-02-28,2024-11-17,5.5,5.71,0.21
3918065,Yorkshire Organic Eggs - Large (12s),TandT,2024-02-28,2024-11-17,10.14,9.59,-0.550000000000001
4275921,"Great Value Organic Free-run Large Brown Eggs, 12 Count",Walmart,2024-03-04,2024-11-10,7.76,7.82,0.0600000000000005
4276631,"GV OMG FREERUN EGGS, 12 Large Size Eggs",Walmart,2024-08-13,2024-11-10,7.49,7.49,0.0
4335790,"Great Value Large Eggs, 12 Count",Walmart,2024-03-05,2024-11-17,3.87,3.93,0.0600000000000001
4335791,"Great Value XL White Eggs, 12 Count",Walmart,2024-03-04,2024-11-17,4.57,4.63,0.0599999999999996
4335823,"Great Value Organic Free Run Large Brown Eggs, 12 Count",Walmart,2024-11-11,2024-11-17,7.82,7.82,0.0
4335836,"Great Value Omega-3 Large White Eggs, 12 count",Walmart,2024-03-04,2024-11-17,5.27,5.98,0.710000000000001
4335864,"GoldEgg Free Run Large Eggs, 12 Count",Walmart,2024-03-04,2024-11-17,6.87,7.08,0.21
4336030,"Conestoga Farms Free Run Omega-3 Large Brown Eggs, 12 Count",Walmart,2024-03-04,2024-11-17,7.28,7.28,0.0
4336244,"Conestoga Farms Free Range Medium Brown Eggs, 12 count",Walmart,2024-03-04,2024-11-17,7.06,7.12,0.0600000000000005
4336290,"Conestoga Farms Free Run Omega-3 Large White Eggs, 12 Count",Walmart,2024-03-21,2024-11-17,7.37,7.43,0.0599999999999996
4336459,"Newfoundland Eggs Large White Eggs, 12 Large Eggs",Walmart,2024-10-15,2024-11-17,5.18,5.18,0.0
4336530,"Great Value Omega-3 Free Run Large White Eggs, 12 Count",Walmart,2024-11-11,2024-11-17,7.49,7.49,0.0
4336772,"Naturegg Large Free Run Eggs, 12 eggs/carton",Walmart,2024-11-15,2024-11-17,7.18,7.18,0.0
4336773,Richard Ultra White Eggs 12,Walmart,2024-10-25,2024-11-17,6.68,6.68,0.0
4336783,"Gray Ridge Large Brown Eggs, 12 Count",Walmart,2024-10-22,2024-11-17,6.13,6.13,0.0
4336840,Nutri Ultra White Eggs 12,Walmart,2024-11-01,2024-11-17,5.34,5.34,0.0
